Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P006,P006_MC01,OBS030,processing history,Processing_route=Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min | Homogenization_T_K=1473.0 | Homogenization_time_h=5.0 | Cold_rolling_reduction_pct=40.0 | Annealing_T_K=1273.0 | Annealing_time_min=6.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,TRIP evidence,Evidence_TRIP=XRD/EBSD; TRIP explicitly identified for Ni15Fe10,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,TWIP evidence,Evidence_TWIP=EBSD; TWIP explicitly identified for Ni15Fe15,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,phase-transformation evidence,Characterization_methods=SEM/EBSD; XRD,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC01,OBS030,condition-to-test-series linkage,Parent_Experiment_ID=P006_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,initial HCP fraction,Initial_HCP_fraction=0.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,DeltaG / transformation driving force,DeltaG_FCC_HCP_J_mol=-34.0,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,strain rate,Strain_rate_s-1=0.00015,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,processing history,Processing_route=Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min | Homogenization_T_K=1473.0 | Homogenization_time_h=5.0 | Cold_rolling_reduction_pct=40.0 | Annealing_T_K=1273.0 | Annealing_time_min=6.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,TRIP evidence,Evidence_TRIP=XRD/EBSD; TRIP explicitly identified for Ni15Fe10,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,TWIP evidence,Evidence_TWIP=EBSD; TWIP explicitly identified for Ni15Fe15,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,phase-transformation evidence,Characterization_methods=SEM/EBSD; XRD,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC02,OBS031,condition-to-test-series linkage,Parent_Experiment_ID=P006_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,initial HCP fraction,Initial_HCP_fraction=0.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,DeltaG / transformation driving force,DeltaG_FCC_HCP_J_mol=-276.0,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,strain rate,Strain_rate_s-1=0.00015,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,processing history,Processing_route=Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min | Homogenization_T_K=1473.0 | Homogenization_time_h=5.0 | Cold_rolling_reduction_pct=40.0 | Annealing_T_K=1273.0 | Annealing_time_min=6.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,TRIP evidence,Evidence_TRIP=XRD/EBSD; TRIP explicitly identified for Ni15Fe10,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,TWIP evidence,Evidence_TWIP=EBSD; TWIP explicitly identified for Ni15Fe15,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,phase-transformation evidence,Characterization_methods=SEM/EBSD; XRD,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P006,P006_MC03,OBS032,condition-to-test-series linkage,Parent_Experiment_ID=P006_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,grain size,Grain_size_um=1.4,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,processing history,Processing_route=VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=50.0 | Annealing_T_K=873.0 | Annealing_time_min=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,mechanical properties,YS_MPa=916.0 | UTS_MPa=1103.0 | Elongation_pct=33.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,TRIP evidence,Evidence_TRIP=TEM/XRD evidence for deformation-induced ε and reverse transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,TWIP evidence,Evidence_TWIP=TEM deformation twins for short annealing times,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,phase-transformation evidence,Characterization_methods=XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC01,OBS033,condition-to-test-series linkage,Parent_Experiment_ID=P007_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,grain size,Grain_size_um=1.4,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,processing history,Processing_route=VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=50.0 | Annealing_T_K=873.0 | Annealing_time_min=120.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,mechanical properties,YS_MPa=822.0 | UTS_MPa=1079.0 | Elongation_pct=42.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,TRIP evidence,Evidence_TRIP=TEM/XRD evidence for deformation-induced ε and reverse transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,TWIP evidence,Evidence_TWIP=TEM deformation twins for short annealing times,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,phase-transformation evidence,Characterization_methods=XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC02,OBS034,condition-to-test-series linkage,Parent_Experiment_ID=P007_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,grain size,Grain_size_um=1.4,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,processing history,Processing_route=VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=50.0 | Annealing_T_K=873.0 | Annealing_time_min=300.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,mechanical properties,YS_MPa=735.0 | UTS_MPa=1038.0 | Elongation_pct=43.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,TRIP evidence,Evidence_TRIP=TEM/XRD evidence for deformation-induced ε and reverse transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,TWIP evidence,Evidence_TWIP=TEM deformation twins for short annealing times,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,phase-transformation evidence,Characterization_methods=XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC03,OBS035,condition-to-test-series linkage,Parent_Experiment_ID=P007_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,grain size,Grain_size_um=1.4,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,processing history,Processing_route=VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=50.0 | Annealing_T_K=873.0 | Annealing_time_min=600.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,mechanical properties,YS_MPa=699.0 | UTS_MPa=1041.0 | Elongation_pct=45.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,TRIP evidence,Evidence_TRIP=TEM/XRD evidence for deformation-induced ε and reverse transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,TWIP evidence,Evidence_TWIP=TEM deformation twins for short annealing times,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,phase-transformation evidence,Characterization_methods=XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC04,OBS036,condition-to-test-series linkage,Parent_Experiment_ID=P007_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,grain size,Grain_size_um=1.4,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,processing history,Processing_route=VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=50.0 | Annealing_T_K=873.0 | Annealing_time_min=4320.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,mechanical properties,YS_MPa=689.0 | UTS_MPa=1077.0 | Elongation_pct=37.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,TRIP evidence,Evidence_TRIP=TEM/XRD evidence for deformation-induced ε and reverse transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,TWIP evidence,Evidence_TWIP=TEM deformation twins for short annealing times,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,phase-transformation evidence,Characterization_methods=XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P007,P007_MC05,OBS037,condition-to-test-series linkage,Parent_Experiment_ID=P007_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,processing history,Processing_route=Base alloy reference; thermomechanically processed | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,mechanical properties,YS_MPa=210.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,TRIP evidence,Evidence_TRIP=Paper states base alloy dominated by martensitic transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,TWIP evidence,Evidence_TWIP=Not assigned until condition-specific twin evidence is extracted,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,phase-transformation evidence,Characterization_methods=SEM; EBSD; TEM; XRD,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC01,OBS038,condition-to-test-series linkage,Parent_Experiment_ID=P008_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,processing history,Processing_route=High-N alloy; thermomechanical processing producing multi-heterostructure | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1023.0 | Annealing_time_min=3.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,mechanical properties,YS_MPa=1310.0 | Elongation_pct=16.5 | Uniform_elongation_pct=16.5,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,TRIP evidence,Evidence_TRIP=Paper explicitly states dominant mechanism changes away from martensitic transformation,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,TWIP evidence,Evidence_TWIP=TEM/EBSD evidence; twinning becomes dominant,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,phase-transformation evidence,Characterization_methods=SEM; EBSD; TEM; APT,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P008,P008_MC02,OBS039,condition-to-test-series linkage,Parent_Experiment_ID=P008_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P010,P010_MC01,OBS040,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P010,P010_MC01,OBS040,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P010,P010_MC01,OBS040,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P010,P010_MC01,OBS040,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P010,P010_MC01,OBS040,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
